,,United Kingdom (Northern Ireland), 71 , 80 , 46 , 53 , 67 , 83 , 82 , 56 , 66 , 45 , 59 , 44 , 65 , 4.16 , 4.67 , 2.66 , 3.04 , 3.80 , 4.67 , 4.57 , 3.10 , 3.64 , 2.47 , 3.22 , 2.39 ,
,,United Kingdom (Scotland),, 353 , 347 , 343 , 284 , 319 , 269 , 260 , 219 , 227 , 254 , 234 ,,, 6.94 , 6.79 , 6.68 , 5.49 , 6.13 , 5.14 , 4.94 , 4.13 , 4.27 , 4.77 , 4.38 ,
,,Estonia*, 2 , 1 , 2 , 1 , 2 , 2 , -   , -   , 3 , -   , 1 , -   , -   , 0.15 , 0.07 , 0.15 , 0.07 , 0.15 , 0.15 , -   , -   , 0.23 , -   , 0.08 , -   , -   
,Southern Europe,Albania,,,, 13 , 13 , 10 , 5 , 9 , 2 , 2 , 5 , 2 , 8 ,,,, 0.43 , 0.43 , 0.34 , 0.17 , 0.31 , 0.07 , 0.07 , 0.17 , 0.07 , 0.28 
,,Andorra,,,,, -   , -   , -   , -   , -   , -   , -   , 1 , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , 1.37 , -   
,,Bosnia and Herzegovina,,, 7 , 9 , 5 , 8 , 6 , 1 , 1 , 2 , 5 , 3 , -   ,,, 0.18 , 0.23 , 0.13 , 0.21 , 0.16 , 0.03 , 0.03 , 0.05 , 0.13 , 0.08 , -   
,,Croatia,, 14 , 20 , 7 , 14 , 16 , 12 , 13 , 6 , 6 , 1 , 1 , -   ,, 0.32 , 0.46 , 0.16 , 0.32 , 0.37 , 0.28 , 0.30 , 0.14 , 0.14 , 0.02 , 0.02 , -   
,,Greece,, 24 , 25 , 28 , 30 , 30 , 16 , 173 , 158 , 139 , 95 , 58 , 89 ,, 0.22 , 0.23 , 0.25 , 0.27 , 0.27 , 0.14 , 1.55 , 1.42 , 1.25 , 0.86 , 0.53 , 0.81 
,,Holy See,,,,,,, -   , -   , -   , -   , -   , -   , -   ,,,,,,, -   , -   , -   , -   , -   , -   , -   
,,Italy, 132 , 154 , 368 , 278 , 364 , 325 , 349 , 351 , 356 , 341 , 325 , 297 , 287 , 0.23 , 0.26 , 0.63 , 0.47 , 0.62 , 0.55 , 0.59 , 0.59 , 0.60 , 0.57 , 0.54 , 0.50 , 0.48 
,,Kosovo under UNSCR 1244,,,,,, 46 , 50 , 43 , 31 , 33 , 34 , 22 , 25 ,,,,,, 2.55 , 2.75 , 2.35 , 1.69 , 1.79 , 1.83 , 1.18 ,
,,Montenegro,,,, 4 , 2 , 3 , 3 , 2 , 3 , -   , 1 , -   , -   ,,,, 0.65 , 0.32 , 0.48 , 0.48 , 0.32 , 0.48 , -   , 0.16 , -   , -   
,,Portugal,, 446 , 438 , 556 , 443 , 492 , 539 , 501 , 507 , 419 , 432 , 376 , 369 ,, 4.27 , 4.18 , 5.29 , 4.20 , 4.65 , 5.09 , 4.73 , 4.80 , 3.98 , 4.13 , 3.61 , 3.57 
,,Serbia,,, 26 , 23 , 19 , 16 , 24 , 20 , 9 , 11 , 9 , 11 , 14 ,,, 0.28 , 0.25 , 0.21 , 0.18 , 0.26 , 0.22 , 0.10 , 0.12 , 0.10 , 0.12 , 0.16 
,,Slovenia, 8 , 1 , 3 , 6 , 9 , 7 , 2 , 4 , 2 , 4 , 4 , 5 , 3 , 0.40 , 0.05 , 0.15 , 0.30 , 0.45 , 0.34 , 0.10 , 0.19 , 0.10 , 0.19 , 0.19 , 0.24 , 0.15 
,,Spain,,, 208 , 223 , 216 , 237 , 171 , 127 , 111 , 118 , 121 , 99 , 93 ,,, 0.47 , 0.50 , 0.48 , 0.52 , 0.37 , 0.27 , 0.24 , 0.25 , 0.26 , 0.21 , 0.20 
,,The former Yugoslav Rep. of Macedonia,,, 24 , 24 , 30 , 14 , 16 , 17 , 14 , 19 , 18 , 8 ,,,, 1.17 , 1.17 , 1.46 , 0.68 , 0.78 , 0.82 , 0.68 , 0.92 , 0.87 , 0.39 ,
,,Malta*,,,,,, -   , -   , -   , -   , -   , -   , -   , -   ,,,,,, -   , -   , -   , -   , -   , -   , -   , -   
,Western Europe,Austria,, 3 , 5 , 4 , 5 , 11 , 5 , 9 , 5 , 11 , 4 , 1 , 3 ,, 0.04 , 0.06 , 0.05 , 0.06 , 0.13 , 0.06 , 0.11 , 0.06 , 0.13 , 0.05 , 0.01 , 0.04 
,,Belgium," 1,003 "," 1,066 ", 919 , 915 , 958 ," 1,013 "," 1,080 "," 1,122 "," 1,194 "," 1,185 "," 1,163 "," 1,146 "," 1,143 ", 9.62 , 10.16 , 8.70 , 8.61 , 8.95 , 9.40 , 9.95 , 10.27 , 10.85 , 10.70 , 10.43 , 10.21 , 10.12 
,,France," 2,031 "," 2,143 "," 2,012 "," 2,288 "," 2,109 "," 2,074 "," 2,085 "," 2,092 "," 2,234 "," 2,117 "," 2,266 "," 2,956 "," 3,985 ", 3.36 , 3.52 , 3.29 , 3.71 , 3.40 , 3.33 , 3.33 , 3.32 , 3.53 , 3.33 , 3.55 , 4.61 , 6.19 
,,Liechtenstein,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
